bank_account_key,start_date,end_date,cash_change,ending_balance,calc_balance,period_status
116MeadowSavings,7/1/19,7/31/19,150,"1,103.45",1103.45,closed
1316Rosemon,7/1/19,7/31/19,"2,287","22,204.77",22204.77,closed
1342Newton,7/1/19,7/31/19,"2,352","8,108.68",8108.68,closed
1905Morning,7/1/19,7/31/19,819,"6,109.00",6109,closed
4909Jamesway,7/1/19,7/31/19,"1,559","6,411.23",6411.23,closed
6401Basswood,7/1/19,7/31/19,"1,804","12,757.24",12757.24,closed
711Parks,7/1/19,7/31/19,"2,487","7,676.63",7676.63,closed
8604Wagon,7/1/19,7/31/19,"1,164","7,911.18",7911.18,closed
874Wintergreen,7/1/19,7/31/19,575,"6,284.72",6284.72,closed
Common,7/1/19,7/31/19,510,"5,873.03",5873.03,closed
PagodaSecurity,7/1/19,7/31/19,1,"27,691.53",27691.53,closed
Partnership,7/1/19,7/31/19,"-9,997","43,521.95",43521.95,closed
104Meadow,8/1/19,8/31/19,"2,418","11,598.19",11598.19,closed
108Meadow,8/1/19,8/31/19,"1,023","9,381.84",9381.84,closed
108Pagoda,8/1/19,8/31/19,815,"7,771.80",7771.8,closed
1117Brewer,8/1/19,8/31/19,"1,268","11,452.93",11452.93,closed
114Sidney,8/1/19,8/31/19,"3,472","7,071.45",7071.45,closed
116Meadow,8/1/19,8/31/19,814,"8,547.62",8547.62,closed
116MeadowSavings,8/1/19,8/31/19,150,"1,253.48",1253.48,closed
1316Rosemon,8/1/19,8/31/19,"1,446","23,651.13",23651.13,closed
1342Newton,8/1/19,8/31/19,771,"8,880.02",8880.02,closed
1905Morning,8/1/19,8/31/19,718,"6,827.01",6827.01,closed
4909Jamesway,8/1/19,8/31/19,"4,375","10,786.45",10786.45,closed
6401Basswood,8/1/19,8/31/19,-156,"12,601.45",12601.45,closed
711Parks,8/1/19,8/31/19,-566,"7,110.61",7110.61,closed
8604Wagon,8/1/19,8/31/19,-503,"7,407.78",7407.78,closed
874Wintergreen,8/1/19,8/31/19,575,"6,859.88",6859.88,closed
Common,8/1/19,8/31/19,"-5,865",8.03,8.03,closed
PagodaSecurity,8/1/19,8/31/19,1,"27,692.22",27692.22,closed
Partnership,8/1/19,8/31/19,"-5,992","37,529.84",37529.84,closed
104Meadow,9/1/19,9/30/19,323,"11,921.58",11921.58,closed
108Meadow,9/1/19,9/30/19,-271,"9,110.37",9110.37,closed
108Pagoda,9/1/19,9/30/19,"-2,382","5,390.14",5390.14,closed
1117Brewer,9/1/19,9/30/19,"1,254","12,707.00",12707,closed
114Sidney,9/1/19,9/30/19,-840,"6,231.09",6231.09,closed
116Meadow,9/1/19,9/30/19,-902,"7,645.60",7645.6,closed
116MeadowSavings,9/1/19,9/30/19,150,"1,403.51",1403.51,closed
1316Rosemon,9/1/19,9/30/19,"1,321","24,971.87",24971.87,closed
1342Newton,9/1/19,9/30/19,882,"9,761.64",9761.64,closed
1905Morning,9/1/19,9/30/19,651,"7,478.41",7478.41,closed
4909Jamesway,9/1/19,9/30/19,-565,"10,221.75",10221.75,closed
6401Basswood,9/1/19,9/30/19,"5,670","18,271.50",18271.5,closed
711Parks,9/1/19,9/30/19,197,"7,307.68",7307.68,closed
8604Wagon,9/1/19,9/30/19,896,"8,303.86",8303.86,closed
874Wintergreen,9/1/19,9/30/19,575,"7,435.04",7435.04,closed
Common,9/1/19,9/30/19,"3,260","3,268.03",3268.03,closed
PagodaSecurity,9/1/19,9/30/19,1,"27,692.89",27692.89,closed
Partnership,9/1/19,9/30/19,34,"37,564.21",37564.21,closed
104Meadow,10/1/19,10/31/19,"1,223","13,144.97",13144.97,closed
108Meadow,10/1/19,10/31/19,"1,023","10,133.76",10133.76,closed
108Pagoda,10/1/19,10/31/19,803,"6,193.11",6193.11,closed
1117Brewer,10/1/19,10/31/19,739,"13,445.97",13445.97,closed
114Sidney,10/1/19,10/31/19,-921,"5,310.11",5310.11,closed
116Meadow,10/1/19,10/31/19,569,"8,214.58",8214.58,closed
116MeadowSavings,10/1/19,10/31/19,150,"1,553.55",1553.55,closed
1316Rosemon,10/1/19,10/31/19,320,"25,291.38",25291.38,closed
1342Newton,10/1/19,10/31/19,957,"10,718.26",10718.26,closed
1905Morning,10/1/19,10/31/19,147,"7,625.31",7625.31,closed
4909Jamesway,10/1/19,10/31/19,-204,"10,018.03",10018.03,closed
6401Basswood,10/1/19,10/31/19,418,"18,689.65",18689.65,closed
711Parks,10/1/19,10/31/19,592,"7,899.75",7899.75,closed
8604Wagon,10/1/19,10/31/19,664,"8,967.44",8967.44,closed
874Wintergreen,10/1/19,10/31/19,-425,"7,010.20",7010.2,closed
Common,10/1/19,10/31/19,500,"3,768.03",3768.03,closed
PagodaSecurity,10/1/19,10/31/19,1,"27,693.60",27693.6,closed
Partnership,10/1/19,10/31/19,"176,054","213,618.59",213618.59,closed
104Meadow,11/1/19,11/30/19,923,"14,068.36",14068.36,closed
108Meadow,11/1/19,11/30/19,"2,191","12,324.82",12324.82,closed
108Pagoda,11/1/19,11/30/19,-625,"5,568.08",5568.08,closed
1117Brewer,11/1/19,11/30/19,"1,502","14,948.04",14948.04,closed
114Sidney,11/1/19,11/30/19,414,"5,724.53",5724.53,closed
116Meadow,11/1/19,11/30/19,814,"9,028.56",9028.56,closed
116MeadowSavings,11/1/19,11/30/19,150,"1,703.59",1703.59,closed
1316Rosemon,11/1/19,11/30/19,"1,827","27,118.23",27118.23,closed
1342Newton,11/1/19,11/30/19,957,"11,674.88",11674.88,closed
1905Morning,11/1/19,11/30/19,819,"8,444.23",8444.23,closed
4909Jamesway,11/1/19,11/30/19,-103,"9,914.78",9914.78,closed
6401Basswood,11/1/19,11/30/19,"2,483","21,172.81",21172.81,closed
711Parks,11/1/19,11/30/19,"1,520","9,419.75",9419.75,closed
8604Wagon,11/1/19,11/30/19,"1,119","10,086.02",10086.02,closed
874Wintergreen,11/1/19,11/30/19,"1,975","8,985.36",8985.36,closed
Common,11/1/19,11/30/19,-769,"2,998.57",2998.57,closed
PagodaSecurity,11/1/19,11/30/19,1,"27,694.28",27694.28,closed
Partnership,11/1/19,11/30/19,272,"213,890.92",213890.92,closed
104Meadow,12/1/19,12/31/19,"-8,039","6,029.66",6029.66,closed
108Meadow,12/1/19,12/31/19,"-7,943","4,381.87",4381.87,closed
108Pagoda,12/1/19,12/31/19,"-2,183","3,385.06",3385.06,closed
1117Brewer,12/1/19,12/31/19,"-10,186","4,761.68",4761.68,closed
114Sidney,12/1/19,12/31/19,"-1,869","3,855.77",3855.77,closed
116Meadow,12/1/19,12/31/19,"-6,545","2,483.45",2483.45,closed
116MeadowSavings,12/1/19,12/31/19,150,"1,853.64",1853.64,closed
1316Rosemon,12/1/19,12/31/19,"-18,713","8,404.87",8404.87,closed
1342Newton,12/1/19,12/31/19,"-5,819","5,855.75",5855.75,closed
1905Morning,12/1/19,12/31/19,"-4,744","3,700.06",3700.06,closed
4909Jamesway,12/1/19,12/31/19,"-7,771","2,143.53",2143.53,closed
6401Basswood,12/1/19,12/31/19,"-17,790","3,382.73",3382.73,closed
711Parks,12/1/19,12/31/19,"-5,222","4,197.38",4197.38,closed
7417Canoga,12/1/19,12/31/19,"-1,000","2,575.46",2575.46,closed
8604Wagon,12/1/19,12/31/19,"4,971","15,056.62",15056.62,closed
874Wintergreen,12/1/19,12/31/19,"-3,825","5,160.52",5160.52,closed
Common,12/1/19,12/31/19,"-1,306","1,693.04",1693.04,closed
PagodaSecurity,12/1/19,12/31/19,"8,001","35,695.04",35695.04,closed
Partnership,12/1/19,12/31/19,"361,019","574,909.67",574909.67,closed
104Meadow,1/1/20,1/31/20,"1,420","7,449.66",7449.66,closed
108Meadow,1/1/20,1/31/20,671,"5,052.94",5052.94,closed
108Pagoda,1/1/20,1/31/20,605,"3,990.03",3990.03,closed
1117Brewer,1/1/20,1/31/20,959,"5,720.20",5720.2,closed
114Sidney,1/1/20,1/31/20,-621,"3,234.79",3234.79,closed
116Meadow,1/1/20,1/31/20,814,"3,297.43",3297.43,closed
116MeadowSavings,1/1/20,1/31/20,150,"2,003.69",2003.69,closed
1316Rosemon,1/1/20,1/31/20,"4,063","12,468.22",12468.22,closed
1342Newton,1/1/20,1/31/20,957,"6,812.37",6812.37,closed
1905Morning,1/1/20,1/31/20,-225,"3,475.06",3475.06,closed
4909Jamesway,1/1/20,1/31/20,"1,277","3,420.28",3420.28,closed
6401Basswood,1/1/20,1/31/20,"2,228","5,610.61",5610.61,closed
711Parks,1/1/20,1/31/20,786,"4,983.43",4983.43,closed
7417Canoga,1/1/20,1/31/20,"1,067","3,642.68",3642.68,closed
8604Wagon,1/1/20,1/31/20,"-5,650","9,406.62",9406.62,closed
874Wintergreen,1/1/20,1/31/20,"1,325","6,485.52",6485.52,closed
Common,1/1/20,1/31/20,"1,960","3,652.66",3652.66,closed
PagodaSecurity,1/1/20,1/31/20,1,"35,695.95",35695.95,closed
Partnership,1/1/20,1/31/20,-369,"574,540.43",574540.43,closed
104Meadow,2/1/20,2/29/20,590,"8,039.46",8039.46,closed
108Meadow,2/1/20,2/29/20,771,"5,824.01",5824.01,closed
108Pagoda,2/1/20,2/29/20,703,"4,693.00",4693,closed
1117Brewer,2/1/20,2/29/20,"1,169","6,888.72",6888.72,closed
114Sidney,2/1/20,2/29/20,704,"3,939.16",3939.16,closed
116Meadow,2/1/20,2/29/20,714,"4,011.41",4011.41,closed
116MeadowSavings,2/1/20,2/29/20,150,"2,153.74",2153.74,closed
1316Rosemon,2/1/20,2/29/20,-90,"12,378.41",12378.41,closed
1342Newton,2/1/20,2/29/20,957,"7,768.99",7768.99,closed
1905Morning,2/1/20,2/29/20,-778,"2,696.75",2696.75,closed
4909Jamesway,2/1/20,2/29/20,723,"4,143.01",4143.01,closed
6401Basswood,2/1/20,2/29/20,"3,581","9,191.27",9191.27,closed
711Parks,2/1/20,2/29/20,711,"5,694.48",5694.48,closed
7417Canoga,2/1/20,2/29/20,-957,"2,686.02",2686.02,closed
8604Wagon,2/1/20,2/29/20,621,"10,027.57",10027.57,closed
874Wintergreen,2/1/20,2/29/20,-94,"6,391.52",6391.52,closed
Common,2/1/20,2/29/20,-240,"3,412.66",3412.66,closed
PagodaSecurity,2/1/20,2/29/20,"-31,690","4,006.18",4006.18,closed
Partnership,2/1/20,2/29/20,"67,914","642,454.81",642454.81,closed
104Meadow,3/1/20,3/31/20,690,"8,729.26",8729.26,closed
108Meadow,3/1/20,3/31/20,771,"6,595.08",6595.08,closed
108Pagoda,3/1/20,3/31/20,"1,360","6,052.73",6052.73,closed
1117Brewer,3/1/20,3/31/20,-2,"6,886.24",6886.24,closed
114Sidney,3/1/20,3/31/20,324,"4,263.05",4263.05,closed
116Meadow,3/1/20,3/31/20,564,"4,575.39",4575.39,closed
116MeadowSavings,3/1/20,3/31/20,150,"2,303.78",2303.78,closed
1316Rosemon,3/1/20,3/31/20,"1,605","13,983.60",13983.6,closed
1342Newton,3/1/20,3/31/20,957,"8,725.61",8725.61,closed
1905Morning,3/1/20,3/31/20,534,"3,230.44",3230.44,closed
4909Jamesway,3/1/20,3/31/20,"2,788","6,931.10",6931.1,closed
6401Basswood,3/1/20,3/31/20,-466,"8,724.96",8724.96,closed
711Parks,3/1/20,3/31/20,"1,214","6,908.71",6908.71,closed
7417Canoga,3/1/20,3/31/20,"1,759","4,445.34",4445.34,closed
8604Wagon,3/1/20,3/31/20,464,"10,491.28",10491.28,closed
874Wintergreen,3/1/20,3/31/20,905,"7,296.80",7296.8,closed
Common,3/1/20,3/31/20,"1,862","5,275.03",5275.03,closed
MeadowSecurity,3/1/20,3/31/20,"-10,000","3,025.00",3025,closed
PagodaSecurity,3/1/20,3/31/20,"3,055","7,061.27",7061.27,closed
Partnership,3/1/20,3/31/20,"-14,797","627,658.02",627658.02,closed
104Meadow,4/1/20,4/30/20,690,"9,419.06",9419.06,closed
108Meadow,4/1/20,4/30/20,"2,366","8,961.15",8961.15,closed
108Pagoda,4/1/20,4/30/20,"1,743","7,795.76",7795.76,closed
1117Brewer,4/1/20,4/30/20,"1,314","8,199.76",8199.76,closed
114Sidney,4/1/20,4/30/20,544,"4,806.94",4806.94,closed
116Meadow,4/1/20,4/30/20,689,"5,264.37",5264.37,closed
116MeadowSavings,4/1/20,4/30/20,150,"2,453.80",2453.8,closed
1316Rosemon,4/1/20,4/30/20,"1,609","15,592.79",15592.79,closed
1342Newton,4/1/20,4/30/20,-638,"8,087.23",8087.23,closed
1905Morning,4/1/20,4/30/20,619,"3,849.13",3849.13,closed
4909Jamesway,4/1/20,4/30/20,839,"7,769.77",7769.77,closed
6401Basswood,4/1/20,4/30/20,792,"9,517.12",9517.12,closed
711Parks,4/1/20,4/30/20,786,"7,694.76",7694.76,closed
7417Canoga,4/1/20,4/30/20,"1,239","5,684.49",5684.49,closed
8604Wagon,4/1/20,4/30/20,806,"11,297.49",11297.49,closed
874Wintergreen,4/1/20,4/30/20,"2,256","9,552.79",9552.79,closed
Common,4/1/20,4/30/20,"-1,143","4,132.53",4132.53,closed
MeadowSecurity,4/1/20,4/30/20,-70,"2,955.00",2955,closed
PagodaSecurity,4/1/20,4/30/20,0,"7,061.33",7061.33,closed
Partnership,4/1/20,4/30/20,"-9,531","618,126.74",618126.74,closed
104Meadow,5/1/20,5/31/20,"-1,130","8,288.86",8288.86,closed
108Meadow,5/1/20,5/31/20,-831,"8,130.23",8130.23,closed
108Pagoda,5/1/20,5/31/20,-900,"6,895.92",6895.92,closed
1117Brewer,5/1/20,5/31/20,"-1,709","6,491.12",6491.12,closed
114Sidney,5/1/20,5/31/20,492,"5,298.94",5298.94,closed
116Meadow,5/1/20,5/31/20,137,"5,401.49",5401.49,closed
116MeadowSavings,5/1/20,5/31/20,150,"2,603.82",2603.82,closed
1316Rosemon,5/1/20,5/31/20,"1,705","17,297.98",17297.98,closed
1342Newton,5/1/20,5/31/20,"3,115","11,202.23",11202.23,closed
1905Morning,5/1/20,5/31/20,"1,285","5,134.51",5134.51,closed
2224Heatherton,5/1/20,5/31/20,"19,727","19,726.76",19726.76,closed
4909Jamesway,5/1/20,5/31/20,"2,409","10,178.48",10178.48,closed
6401Basswood,5/1/20,5/31/20,"1,867","11,383.65",11383.65,closed
711Parks,5/1/20,5/31/20,786,"8,480.81",8480.81,closed
7417Canoga,5/1/20,5/31/20,-199,"5,485.49",5485.49,closed
8604Wagon,5/1/20,5/31/20,710,"12,007.06",12007.06,closed
874Wintergreen,5/1/20,5/31/20,781,"10,333.78",10333.78,closed
Common,5/1/20,5/31/20,-995,"3,137.53",3137.53,closed
PagodaSecurity,5/1/20,5/31/20,"2,000","9,061.41",9061.41,closed
Partnership,5/1/20,5/31/20,"-24,959","593,167.42",593167.42,closed
104Meadow,6/1/20,6/30/20,690,"8,978.66",8978.66,closed
108Meadow,6/1/20,6/30/20,"1,375","9,505.23",9505.23,closed
108Pagoda,6/1/20,6/30/20,"2,520","9,415.92",9415.92,closed
1117Brewer,6/1/20,6/30/20,"2,725","9,216.12",9216.12,closed
114Sidney,6/1/20,6/30/20,"1,210","6,509.38",6509.38,closed
116Meadow,6/1/20,6/30/20,222,"5,623.49",5623.49,closed
116MeadowSavings,6/1/20,6/30/20,150,"2,753.85",2753.85,closed
1316Rosemon,6/1/20,6/30/20,"1,373","18,671.17",18671.17,closed
1342Newton,6/1/20,6/30/20,"1,625","12,827.23",12827.23,closed
1905Morning,6/1/20,6/30/20,619,"5,753.20",5753.2,closed
2224Heatherton,6/1/20,6/30/20,"-5,809","13,918.04",13918.04,closed
4909Jamesway,6/1/20,6/30/20,"-3,318","6,860.91",6860.91,closed
6401Basswood,6/1/20,6/30/20,"2,297","13,680.18",13680.18,closed
711Parks,6/1/20,6/30/20,"1,520","10,000.81",10000.81,closed
7417Canoga,6/1/20,6/30/20,"2,478","7,963.44",7963.44,closed
8604Wagon,6/1/20,6/30/20,661,"12,668.27",12668.27,closed
874Wintergreen,6/1/20,6/30/20,-694,"9,639.77",9639.77,closed
Common,6/1/20,6/30/20,"1,530","4,667.53",4667.53,closed
MeadowSecurity,6/1/20,6/30/20,"1,595","4,550.00",4550,closed
PagodaSecurity,6/1/20,6/30/20,"-1,495","7,566.48",7566.48,closed
Partnership,6/1/20,6/30/20,"-9,892","583,275.92",583275.92,closed
104Meadow,7/1/20,7/31/20,795,"9,773.46",9773.46,closed
108Meadow,7/1/20,7/31/20,"1,808","11,313.04",11313.04,closed
108Pagoda,7/1/20,7/31/20,-175,"9,240.92",9240.92,closed
1117Brewer,7/1/20,7/31/20,"-2,400","6,816.12",6816.12,closed
114Sidney,7/1/20,7/31/20,"1,395","7,903.90",7903.9,closed
116Meadow,7/1/20,7/31/20,"1,470","7,093.49",7093.49,closed
116MeadowSavings,7/1/20,7/31/20,150,"2,903.87",2903.87,closed
1316Rosemon,7/1/20,7/31/20,"3,182","21,853.40",21853.4,closed
1342Newton,7/1/20,7/31/20,-75,"12,752.23",12752.23,closed
1905Morning,7/1/20,7/31/20,644,"6,396.89",6396.89,closed
2224Heatherton,7/1/20,7/31/20,"-10,581","3,337.40",3337.4,closed
4909Jamesway,7/1/20,7/31/20,"-2,304","4,556.57",4556.57,closed
6401Basswood,7/1/20,7/31/20,"3,610","17,290.23",17290.23,closed
711Parks,7/1/20,7/31/20,-75,"9,925.81",9925.81,closed
7417Canoga,7/1/20,7/31/20,-304,"7,659.68",7659.68,closed
8604Wagon,7/1/20,7/31/20,60,"12,727.95",12727.95,closed
874Wintergreen,7/1/20,7/31/20,673,"10,312.51",10312.51,closed
Common,7/1/20,7/31/20,"2,237","6,904.70",6904.7,closed
MeadowSecurity,7/1/20,7/31/20,"2,300","6,850.00",6850,closed
PagodaSecurity,7/1/20,7/31/20,-800,"6,766.54",6766.54,closed
Partnership,7/1/20,7/31/20,"-4,973","578,303.38",578303.38,closed
104Meadow,8/1/20,8/31/20,790,"10,563.26",10563.26,closed
108Meadow,8/1/20,8/31/20,"-1,277","10,036.04",10036.04,closed
108Pagoda,8/1/20,8/31/20,"1,170","10,410.92",10410.92,closed
1117Brewer,8/1/20,8/31/20,"3,719","10,534.95",10534.95,closed
114Sidney,8/1/20,8/31/20,923,"8,826.87",8826.87,closed
116Meadow,8/1/20,8/31/20,"1,325","8,418.49",8418.49,closed
116MeadowSavings,8/1/20,8/31/20,150,"3,053.90",3053.9,closed
1316Rosemon,8/1/20,8/31/20,"1,700","23,553.53",23553.53,closed
1342Newton,8/1/20,8/31/20,"3,515","16,267.23",16267.23,closed
1905Morning,8/1/20,8/31/20,644,"7,040.58",7040.58,closed
2224Heatherton,8/1/20,8/31/20,"1,295","4,632.79",4632.79,closed
4909Jamesway,8/1/20,8/31/20,"2,607","7,163.27",7163.27,closed
6401Basswood,8/1/20,8/31/20,"3,334","20,624.40",20624.4,closed
711Parks,8/1/20,8/31/20,"1,620","11,545.81",11545.81,closed
7417Canoga,8/1/20,8/31/20,250,"7,909.65",7909.65,closed
8604Wagon,8/1/20,8/31/20,701,"13,429.16",13429.16,closed
874Wintergreen,8/1/20,8/31/20,706,"11,018.50",11018.5,closed
Common,8/1/20,8/31/20,"-4,952","1,952.67",1952.67,closed
MeadowSecurity,8/1/20,8/31/20,"-2,300",4550,4550,closed
PagodaSecurity,8/1/20,8/31/20,0,"6,766.59",6766.59,closed
Partnership,8/1/20,8/31/20,18,"578,321.13",578321.13,closed
104Meadow,9/1/20,9/30/20,"3,670","14,232.88",14232.88,closed
108Meadow,9/1/20,9/30/20,"1,408","11,443.85",11443.85,closed
108Pagoda,9/1/20,9/30/20,"1,270","11,680.92",11680.92,closed
1117Brewer,9/1/20,9/30/20,634,"11,168.97",11168.97,closed
114Sidney,9/1/20,9/30/20,-429,"8,398.32",8398.32,closed
116Meadow,9/1/20,9/30/20,875,"9,293.49",9293.49,closed
116MeadowSavings,9/1/20,9/30/20,150,"3,203.92",3203.92,closed
1316Rosemon,9/1/20,9/30/20,205,"23,758.66",23758.66,closed
1342Newton,9/1/20,9/30/20,"10,095","26,362.23",26362.23,closed
1905Morning,9/1/20,9/30/20,284,"7,324.27",7324.27,closed
2224Heatherton,9/1/20,9/30/20,"-1,394","3,238.53",3238.53,closed
4909Jamesway,9/1/20,9/30/20,"1,270","8,433.16",8433.16,closed
6401Basswood,9/1/20,9/30/20,"2,497","23,121.65",23121.65,closed
711Parks,9/1/20,9/30/20,"1,620","13,165.81",13165.81,closed
7417Canoga,9/1/20,9/30/20,394,"8,303.67",8303.67,closed
8604Wagon,9/1/20,9/30/20,-783,"12,646.37",12646.37,closed
874Wintergreen,9/1/20,9/30/20,338,"11,356.80",11356.8,closed
Common,9/1/20,9/30/20,504,"2,456.23",2456.23,closed
PagodaSecurity,9/1/20,9/30/20,0,"6,766.65",6766.65,closed
Partnership,9/1/20,9/30/20,"-15,021","563,300.49",563300.49,closed
104Meadow,10/1/20,10/31/20,"-5,710","8,522.68",8522.68,closed
108Meadow,10/1/20,10/31/20,"2,915","14,358.85",14358.85,closed
108Pagoda,10/1/20,10/31/20,"1,320","13,000.92",13000.92,closed
1117Brewer,10/1/20,10/31/20,"1,620","12,788.97",12788.97,closed
114Sidney,10/1/20,10/31/20,632,"9,030.47",9030.47,closed
116Meadow,10/1/20,10/31/20,"1,325","10,618.49",10618.49,closed
116MeadowSavings,10/1/20,10/31/20,150,"3,353.95",3353.95,closed
1316Rosemon,10/1/20,10/31/20,"3,195","26,953.79",26953.79,closed
1342Newton,10/1/20,10/31/20,"-2,070","24,292.23",24292.23,closed
1905Morning,10/1/20,10/31/20,380,"7,703.96",7703.96,closed
2224Heatherton,10/1/20,10/31/20,441,"3,679.53",3679.53,closed
4909Jamesway,10/1/20,10/31/20,"5,542","13,974.84",13974.84,closed
6401Basswood,10/1/20,10/31/20,"3,695","26,816.65",26816.65,closed
711Parks,10/1/20,10/31/20,"1,500","14,665.81",14665.81,closed
7417Canoga,10/1/20,10/31/20,495,"8,798.93",8798.93,closed
8604Wagon,10/1/20,10/31/20,509,"13,155.08",13155.08,closed
874Wintergreen,10/1/20,10/31/20,-493,"10,864.10",10864.1,closed
Common,10/1/20,10/31/20,"1,224","3,680.27",3680.27,closed
PagodaSecurity,10/1/20,10/31/20,595,"7,361.72",7361.72,closed
Partnership,10/1/20,10/31/20,95,"563,395.06",563395.06,closed
104Meadow,11/1/20,11/30/20,-558,"7,964.48",7964.48,closed
108Meadow,11/1/20,11/30/20,"-3,765","10,593.85",10593.85,closed
108Pagoda,11/1/20,11/30/20,-637,"12,363.95",12363.95,closed
1117Brewer,11/1/20,11/30/20,"1,453","14,242.03",14242.03,closed
114Sidney,11/1/20,11/30/20,211,"9,241.55",9241.55,closed
116Meadow,11/1/20,11/30/20,"1,325","11,943.49",11943.49,closed
116MeadowSavings,11/1/20,11/30/20,150,"3,503.98",3503.98,closed
1316Rosemon,11/1/20,11/30/20,205,"27,158.92",27158.92,closed
1342Newton,11/1/20,11/30/20,"-3,460","20,832.18",20832.18,closed
1905Morning,11/1/20,11/30/20,509,"8,212.65",8212.65,closed
2224Heatherton,11/1/20,11/30/20,"2,428","6,107.87",6107.87,closed
4909Jamesway,11/1/20,11/30/20,"-5,812","8,162.80",8162.8,closed
6401Basswood,11/1/20,11/30/20,590,"27,406.90",27406.9,closed
711Parks,11/1/20,11/30/20,"1,475","16,140.95",16140.95,closed
7417Canoga,11/1/20,11/30/20,"1,943","10,742.41",10742.41,closed
8604Wagon,11/1/20,11/30/20,642,"13,796.94",13796.94,closed
874Wintergreen,11/1/20,11/30/20,"1,443","12,306.63",12306.63,closed
Common,11/1/20,11/30/20,"2,676","6,356.25",6356.25,closed
PagodaSecurity,11/1/20,11/30/20,0,"7,361.78",7361.78,closed
Partnership,11/1/20,11/30/20,"-74,829","488,566.36",488566.36,closed
104Meadow,12/1/20,12/31/20,"-6,155","1,809.00",1809,closed
108Meadow,12/1/20,12/31/20,"-5,339","5,254.81",5254.81,closed
108Pagoda,12/1/20,12/31/20,"-6,144","6,220.31",6220.31,closed
1117Brewer,12/1/20,12/31/20,"-10,393","3,848.85",3848.85,closed
114Sidney,12/1/20,12/31/20,"-7,189","2,052.25",2052.25,closed
116Meadow,12/1/20,12/31/20,"-6,303","5,640.03",5640.03,closed
116MeadowSavings,12/1/20,12/31/20,150,"3,654.01",3654.01,closed
1316Rosemon,12/1/20,12/31/20,"-13,071","14,087.79",14087.79,closed
1342Newton,12/1/20,12/31/20,"-13,918","6,914.21",6914.21,closed
1905Morning,12/1/20,12/31/20,"-5,927","2,285.57",2285.57,closed
2224Heatherton,12/1/20,12/31/20,"-4,475","1,632.41",1632.41,closed
4909Jamesway,12/1/20,12/31/20,"-7,242",920.32,920.32,closed
4920Brianhill,12/1/20,12/31/20,"5,304","5,304.01",5304.01,closed
6401Basswood,12/1/20,12/31/20,"-16,634","10,773.16",10773.16,closed
711Parks,12/1/20,12/31/20,"-9,307","6,833.59",6833.59,closed
7417Canoga,12/1/20,12/31/20,"-8,523","2,219.61",2219.61,closed
8604Wagon,12/1/20,12/31/20,"-9,776","4,021.07",4021.07,closed
874Wintergreen,12/1/20,12/31/20,"-9,930","2,377.01",2377.01,closed
Common,12/1/20,12/31/20,-518,"5,837.83",5837.83,closed
PagodaSecurity,12/1/20,12/31/20,"9,655","17,016.85",17016.85,closed
Partnership,12/1/20,12/31/20,"58,345","546,911.76",546911.76,closed
104Meadow,1/1/21,1/31/21,790,"2,598.80",2598.8,closed
108Meadow,1/1/21,1/31/21,95,"5,350.25",5350.25,closed
108Pagoda,1/1/21,1/31/21,"-1,877","4,343.37",4343.37,closed
1117Brewer,1/1/21,1/31/21,969,"4,817.37",4817.37,closed
114Sidney,1/1/21,1/31/21,"1,475","3,527.25",3527.25,closed
116Meadow,1/1/21,1/31/21,"1,225","6,865.03",6865.03,closed
116MeadowSavings,1/1/21,1/31/21,150,"3,804.04",3804.04,closed
1316Rosemon,1/1/21,1/31/21,"3,195","17,282.92",17282.92,closed
1342Newton,1/1/21,1/31/21,907,"7,820.83",7820.83,closed
1905Morning,1/1/21,1/31/21,794,"3,079.26",3079.26,closed
2208Chase,1/1/21,1/31/21,150,4298.39,4298.39,closed
2224Heatherton,1/1/21,1/31/21,"4,304","5,936.41",5936.41,closed
2417Garden,1/1/21,1/31/21,0,3904.39,3904.39,closed
4909Jamesway,1/1/21,1/31/21,"4,600","5,520.34",5520.34,closed
4920Brianhill,1/1/21,1/31/21,"-1,450","3,854.01",3854.01,closed
6401Basswood,1/1/21,1/31/21,"-2,814","7,959.41",7959.41,closed
711Parks,1/1/21,1/31/21,886,"7,719.64",7719.64,closed
7417Canoga,1/1/21,1/31/21,-796,"1,424.08",1424.08,closed
8604Wagon,1/1/21,1/31/21,751,"4,772.28",4772.28,closed
874Wintergreen,1/1/21,1/31/21,-342,"2,035.31",2035.31,closed
Common,1/1/21,1/31/21,-489,"5,348.89",5348.89,closed
PagodaSecurity,1/1/21,1/31/21,0,"17,017.00",17017,closed
Partnership,1/1/21,1/31/21,"-21,721","525,190.89",525190.89,closed
104Meadow,2/1/21,2/28/21,790,"3,388.60",3388.6,closed
108Meadow,2/1/21,2/28/21,"2,122","7,472.58",7472.58,closed
108Pagoda,2/1/21,2/28/21,"3,942","8,285.36",8285.36,closed
1117Brewer,2/1/21,2/28/21,909,"5,725.89",5725.89,closed
114Sidney,2/1/21,2/28/21,-552,"2,975.36",2975.36,closed
116Meadow,2/1/21,2/28/21,"1,325","8,190.03",8190.03,closed
116MeadowSavings,2/1/21,2/28/21,150,"3,954.07",3954.07,closed
1316Rosemon,2/1/21,2/28/21,"1,700","18,983.05",18983.05,closed
1342Newton,2/1/21,2/28/21,"2,451","10,271.45",10271.45,closed
1905Morning,2/1/21,2/28/21,"4,698","7,777.34",7777.34,closed
